id;"first_name";"last_name";age;"job";"marital";"education";"default";balance;"housing";"loan";"contact";day;"month";duration;campaign;pdays;previous;"poutcome";"y"
36824;"Cristina";"Xavier Queirós";35;"admin.";"married";"secondary";"no";614;"yes";"no";"cellular";12;"may";242;2;-1;0;"unknown";"no"
36825;"Natália";"Barbosa Neves";28;"blue-collar";"married";"secondary";"no";337;"yes";"no";"cellular";12;"may";450;2;-1;0;"unknown";"no"
36826;"Virgílio";"Valente Resende";36;"blue-collar";"married";"secondary";"no";129;"yes";"no";"cellular";12;"may";183;4;-1;0;"unknown";"no"
36827;"Eduarda";"Sousa Lourenço";36;"technician";"single";"secondary";"no";75;"yes";"no";"cellular";12;"may";485;2;342;4;"other";"no"
36828;"Graça";"Lourenço Tavares";49;"management";"divorced";"secondary";"no";1598;"yes";"no";"cellular";12;"may";76;2;348;1;"failure";"no"
36829;"Marta";"Paiva Lopes";37;"management";"married";"tertiary";"no";1949;"yes";"no";"cellular";12;"may";328;2;-1;0;"unknown";"no"
36830;"Neusa";"Camacho Teixeira";47;"blue-collar";"married";"secondary";"no";802;"yes";"yes";"cellular";12;"may";289;2;-1;0;"unknown";"yes"
36831;"Jorge";"Cruz Henriques";33;"management";"divorced";"tertiary";"no";-634;"yes";"yes";"cellular";12;"may";163;2;350;1;"failure";"no"
36832;"Joana";"Macedo Leite";44;"management";"married";"tertiary";"no";870;"yes";"yes";"cellular";12;"may";118;2;369;1;"failure";"no"
36833;"Gil";"Pinheiro Raposo";27;"admin.";"single";"secondary";"no";292;"yes";"no";"cellular";12;"may";53;9;362;8;"other";"no"
36834;"Eduarda";"Vaz Tavares";29;"student";"single";"secondary";"no";3872;"yes";"no";"cellular";12;"may";453;2;-1;0;"unknown";"no"
36835;"Sebastião";"Alves Salgado";37;"admin.";"single";"primary";"no";912;"yes";"no";"cellular";12;"may";637;3;328;22;"other";"yes"
36836;"Sebastião";"Lopes Pereira";59;"admin.";"married";"secondary";"no";1575;"yes";"no";"cellular";12;"may";301;3;263;11;"success";"no"
36837;"Paulina";"Melo Neves";46;"blue-collar";"married";"primary";"no";4170;"yes";"yes";"cellular";12;"may";118;2;357;3;"failure";"no"
36838;"Xavier";"Borges Cabral";36;"blue-collar";"married";"secondary";"no";4986;"yes";"no";"cellular";12;"may";139;2;-1;0;"unknown";"no"
36839;"Helena";"Raposo Rodrigues";28;"student";"single";"secondary";"no";197;"yes";"no";"cellular";12;"may";32;1;-1;0;"unknown";"no"
36840;"Alexandra";"Lima Silva";58;"blue-collar";"married";"primary";"no";1596;"yes";"no";"cellular";12;"may";470;2;-1;0;"unknown";"no"
36841;"Armando";"Lima Resende";54;"blue-collar";"married";"secondary";"no";143;"yes";"no";"cellular";12;"may";278;2;309;5;"failure";"no"
36842;"José";"Leal Gonçalves";43;"blue-collar";"married";"primary";"no";-98;"yes";"yes";"cellular";12;"may";112;2;330;3;"other";"no"
36843;"Hélder";"Abreu Figueiredo";48;"blue-collar";"married";"primary";"no";89;"yes";"no";"telephone";12;"may";34;4;-1;0;"unknown";"no"
36844;"Álvaro";"Freitas Valente";57;"management";"married";"primary";"no";785;"yes";"no";"cellular";12;"may";169;1;-1;0;"unknown";"no"
36845;"Estêvão";"Caetano Santos";31;"admin.";"single";"tertiary";"no";355;"yes";"no";"cellular";12;"may";609;1;-1;0;"unknown";"yes"
36846;"Ricardo";"Fernandes Azevedo";38;"management";"single";"tertiary";"no";3646;"yes";"no";"cellular";12;"may";1710;2;286;1;"other";"yes"
36847;"Joaquim";"Gonçalves Castro";50;"admin.";"single";"secondary";"no";5816;"yes";"no";"telephone";12;"may";217;1;175;2;"failure";"no"
36848;"Filipa";"Brito Raposo";35;"unemployed";"married";"secondary";"no";194;"yes";"no";"cellular";12;"may";192;3;-1;0;"unknown";"no"
36849;"Manuela";"Alves Aguiar";47;"blue-collar";"married";"unknown";"no";1044;"yes";"no";"cellular";12;"may";208;6;371;1;"failure";"no"
36850;"Hugo";"Pereira Abreu";36;"blue-collar";"married";"secondary";"no";98;"yes";"no";"cellular";12;"may";415;1;344;1;"failure";"no"
36851;"Amália";"Cunha Lima";33;"admin.";"single";"secondary";"no";-15;"no";"no";"telephone";12;"may";326;3;350;2;"failure";"no"
36852;"Wilson";"Araújo Domingues";50;"blue-collar";"divorced";"primary";"no";15;"yes";"no";"cellular";12;"may";173;2;350;7;"failure";"no"
36853;"Solange";"Mota Queirós";40;"management";"single";"tertiary";"no";-50;"yes";"no";"cellular";12;"may";306;2;350;1;"failure";"no"
36854;"Mário";"Mota Serra";40;"services";"married";"secondary";"no";1116;"yes";"no";"cellular";12;"may";350;5;286;2;"failure";"no"
36855;"Rodrigo";"Henriques Gomes";40;"blue-collar";"married";"primary";"no";1411;"yes";"no";"cellular";12;"may";224;2;357;2;"failure";"no"
36856;"Dinis";"Coelho Ferreira";46;"technician";"married";"secondary";"no";3;"yes";"yes";"cellular";12;"may";614;3;-1;0;"unknown";"yes"
36857;"Duarte";"Ramos Figueiredo";40;"blue-collar";"married";"secondary";"no";327;"yes";"no";"cellular";12;"may";474;2;357;1;"failure";"no"
36858;"Mariana";"Baptista Melo";54;"retired";"married";"primary";"no";-58;"no";"no";"cellular";12;"may";143;4;-1;0;"unknown";"no"
36859;"Inês";"Pires Lourenço";54;"technician";"divorced";"secondary";"no";-11;"yes";"no";"cellular";12;"may";168;4;-1;0;"unknown";"no"
36860;"Benjamim";"Caetano Gonçalves";45;"technician";"married";"primary";"no";-158;"yes";"no";"cellular";12;"may";317;2;-1;0;"unknown";"no"
36861;"Patrício";"Nogueira Lopes";39;"technician";"married";"unknown";"no";0;"yes";"no";"cellular";12;"may";106;3;-1;0;"unknown";"no"
36862;"Pedro";"Marques Simões";40;"admin.";"married";"unknown";"no";9110;"yes";"no";"cellular";12;"may";234;6;174;3;"failure";"no"
36863;"Marcelo";"Moreira Maia";52;"blue-collar";"married";"secondary";"no";555;"yes";"no";"cellular";12;"may";314;2;-1;0;"unknown";"no"
36864;"Isabel";"Rebelo Lopes";44;"self-employed";"single";"tertiary";"no";2734;"yes";"no";"cellular";12;"may";897;4;-1;0;"unknown";"yes"
36865;"Madalena";"Resende Soares";45;"blue-collar";"married";"primary";"no";644;"yes";"no";"telephone";12;"may";422;2;-1;0;"unknown";"no"
36866;"Eva";"Santos Pires";36;"services";"single";"secondary";"no";0;"yes";"no";"cellular";12;"may";398;6;-1;0;"unknown";"yes"
36867;"Lourenço";"Sampaio Gomes";32;"student";"single";"tertiary";"no";61;"yes";"no";"cellular";12;"may";130;3;-1;0;"unknown";"no"
36868;"Sérgio";"Nunes Garcia";32;"technician";"single";"secondary";"no";0;"yes";"no";"cellular";12;"may";61;4;-1;0;"unknown";"no"
36869;"Isabel";"Fonseca Silva";49;"blue-collar";"married";"secondary";"no";5058;"no";"no";"cellular";12;"may";255;2;357;4;"failure";"no"
36870;"Fernanda";"Nunes Sousa";31;"technician";"married";"secondary";"no";465;"yes";"no";"cellular";12;"may";259;3;-1;0;"unknown";"no"
36871;"Márcia";"Silva Abreu";30;"blue-collar";"married";"primary";"no";190;"no";"no";"telephone";12;"may";29;2;370;1;"failure";"no"
36872;"Sara";"Ventura Lopes";40;"services";"married";"secondary";"no";1836;"yes";"no";"cellular";12;"may";750;2;-1;0;"unknown";"yes"
36873;"Rosa";"Cardoso Araújo";35;"admin.";"married";"secondary";"no";2321;"yes";"no";"cellular";12;"may";306;2;-1;0;"unknown";"no"
36874;"Solange";"Barbosa Salgado";39;"management";"married";"tertiary";"no";1425;"yes";"no";"cellular";12;"may";775;3;-1;0;"unknown";"yes"
36875;"Lídia";"Nogueira Figueiredo";43;"technician";"married";"secondary";"no";422;"yes";"no";"cellular";12;"may";181;2;300;1;"failure";"no"
36876;"Joaquim";"Faria Camacho";43;"blue-collar";"married";"primary";"no";-25;"yes";"no";"cellular";12;"may";254;4;365;2;"failure";"no"
36877;"Fábio";"Marques Cabral";44;"technician";"single";"secondary";"no";285;"yes";"no";"cellular";12;"may";373;3;-1;0;"unknown";"no"
36878;"Ana";"Ramos Martins";45;"blue-collar";"married";"secondary";"no";3092;"yes";"yes";"cellular";12;"may";180;2;-1;0;"unknown";"no"
36879;"Jorge";"Baptista Correia";33;"blue-collar";"married";"secondary";"no";2279;"yes";"no";"telephone";12;"may";123;3;-1;0;"unknown";"no"
36880;"Matias";"Magalhães Araújo";40;"blue-collar";"married";"primary";"no";14;"yes";"no";"cellular";12;"may";135;4;-1;0;"unknown";"no"
36881;"Martim";"Coelho Castro";49;"blue-collar";"married";"primary";"no";3028;"yes";"no";"cellular";12;"may";216;2;259;3;"other";"no"
36882;"Custódio";"Domingues Nogueira";36;"services";"married";"secondary";"no";257;"yes";"no";"cellular";12;"may";86;2;-1;0;"unknown";"no"
36883;"Paula";"Ribeiro Leite";25;"student";"single";"secondary";"no";1116;"yes";"no";"cellular";12;"may";85;2;71;3;"failure";"no"
36884;"Renata";"Pereira Garcia";48;"blue-collar";"married";"secondary";"no";525;"yes";"no";"cellular";12;"may";325;2;-1;0;"unknown";"no"
36885;"Íris";"Azevedo Nunes";33;"services";"married";"secondary";"no";204;"yes";"yes";"cellular";12;"may";142;2;357;3;"failure";"no"
36886;"Vera";"Carvalho Fonseca";49;"services";"married";"secondary";"no";-301;"yes";"no";"cellular";12;"may";187;4;-1;0;"unknown";"no"
36887;"Glória";"Barbosa Cabral";52;"retired";"single";"secondary";"no";316;"no";"no";"cellular";12;"may";463;3;-1;0;"unknown";"no"
36888;"Filipe";"Barros Xavier";41;"blue-collar";"married";"primary";"no";5560;"yes";"no";"cellular";12;"may";280;2;335;3;"failure";"no"
36889;"Carla";"Morais Macedo";56;"admin.";"married";"secondary";"no";550;"yes";"no";"cellular";12;"may";398;2;-1;0;"unknown";"no"
36890;"Mateus";"Freitas Salgado";45;"self-employed";"divorced";"tertiary";"no";963;"yes";"no";"cellular";12;"may";528;5;-1;0;"unknown";"yes"
36891;"Lucas";"Ferreira Lopes";31;"blue-collar";"married";"primary";"no";-199;"yes";"yes";"telephone";12;"may";149;5;299;10;"failure";"no"
36892;"Leandro";"Lourenço Alves";49;"management";"divorced";"tertiary";"no";108;"yes";"no";"cellular";12;"may";288;2;350;2;"failure";"no"
36893;"Regina";"Costa Moreira";41;"admin.";"married";"secondary";"no";124;"yes";"no";"cellular";12;"may";191;3;-1;0;"unknown";"no"
36894;"Alice";"Pereira Azevedo";38;"admin.";"married";"secondary";"no";4196;"yes";"no";"cellular";12;"may";193;2;-1;0;"unknown";"no"
36895;"Rosália";"Raposo Barros";40;"services";"divorced";"secondary";"no";209;"yes";"no";"cellular";12;"may";302;2;344;3;"other";"no"
36896;"Ernesto";"Ventura Borges";38;"blue-collar";"married";"primary";"no";14;"yes";"yes";"cellular";12;"may";317;2;-1;0;"unknown";"no"
36897;"Valentim";"Valente Esteves";31;"student";"single";"secondary";"no";241;"yes";"no";"cellular";12;"may";211;5;-1;0;"unknown";"no"
36898;"Inês";"Jesus Aguiar";45;"blue-collar";"married";"secondary";"no";3412;"yes";"no";"cellular";12;"may";101;2;-1;0;"unknown";"no"
36899;"Manuela";"Bento Costa";36;"technician";"married";"secondary";"no";186;"yes";"no";"cellular";12;"may";187;3;-1;0;"unknown";"no"
36900;"Vicente";"Ribeiro Freitas";40;"admin.";"married";"primary";"no";129;"yes";"no";"cellular";12;"may";464;3;-1;0;"unknown";"no"
36901;"Hélder";"Nunes Serra";51;"services";"single";"primary";"no";2499;"yes";"no";"cellular";12;"may";98;5;-1;0;"unknown";"no"
36902;"Alice";"Barbosa Antunes";36;"self-employed";"single";"secondary";"no";74;"yes";"yes";"cellular";12;"may";198;2;-1;0;"unknown";"no"
36903;"Martim";"Fonseca Antunes";38;"blue-collar";"single";"primary";"no";947;"yes";"no";"cellular";12;"may";361;2;-1;0;"unknown";"no"
36904;"Patrícia";"Faria Macedo";28;"services";"single";"secondary";"no";159;"yes";"no";"telephone";12;"may";345;2;-1;0;"unknown";"no"
36905;"Salomé";"Martins Alves";38;"blue-collar";"married";"primary";"no";481;"yes";"no";"telephone";12;"may";114;5;-1;0;"unknown";"no"
36906;"Marcelo";"Correia Caetano";34;"blue-collar";"married";"primary";"no";373;"yes";"no";"cellular";12;"may";481;2;-1;0;"unknown";"no"
36907;"Neusa";"Santos Figueiredo";32;"technician";"married";"secondary";"no";465;"yes";"no";"cellular";12;"may";210;2;-1;0;"unknown";"no"
36908;"Horácio";"Leite Baptista";59;"admin.";"married";"secondary";"no";145;"yes";"no";"telephone";12;"may";556;2;287;13;"success";"yes"
36909;"Fernanda";"Ventura Paiva";37;"technician";"married";"secondary";"no";64;"yes";"no";"cellular";12;"may";239;4;278;2;"other";"no"
36910;"Raul";"Araújo Guerreiro";31;"management";"single";"tertiary";"no";2592;"no";"no";"cellular";12;"may";349;2;174;1;"failure";"no"
36911;"Bárbara";"Nunes Maia";45;"management";"married";"tertiary";"no";677;"yes";"no";"cellular";12;"may";253;3;334;2;"failure";"no"
36912;"Susana";"Xavier Lourenço";43;"blue-collar";"married";"unknown";"no";245;"yes";"yes";"cellular";12;"may";112;4;369;2;"other";"no"
36913;"Custódio";"Cordeiro Morais";37;"admin.";"married";"secondary";"no";1193;"no";"no";"cellular";12;"may";396;2;-1;0;"unknown";"no"
36914;"Alexandre";"Ventura Serra";46;"admin.";"divorced";"secondary";"no";984;"yes";"no";"cellular";12;"may";181;4;369;5;"failure";"no"
36915;"Mariana";"Borges Fonseca";55;"housemaid";"married";"secondary";"no";167;"yes";"no";"cellular";12;"may";178;3;357;7;"failure";"no"
36916;"Gabriela";"Queirós Fernandes";39;"blue-collar";"married";"secondary";"no";5092;"yes";"no";"cellular";12;"may";206;2;329;6;"failure";"no"
36917;"Fausto";"Simões Cruz";44;"blue-collar";"single";"secondary";"no";492;"no";"yes";"cellular";12;"may";209;2;351;3;"other";"no"
36918;"Valentim";"Ferreira Bento";36;"blue-collar";"married";"primary";"no";356;"yes";"yes";"cellular";12;"may";692;4;172;4;"other";"no"
36919;"Rodrigo";"Correia Vaz";52;"housemaid";"married";"secondary";"no";411;"yes";"no";"telephone";12;"may";210;3;-1;0;"unknown";"no"
36920;"Martim";"Alves Carvalho";58;"entrepreneur";"married";"primary";"no";1153;"yes";"yes";"telephone";12;"may";206;6;337;6;"failure";"no"
36921;"Benjamim";"Pinheiro Guerreiro";52;"retired";"married";"primary";"no";752;"yes";"no";"telephone";12;"may";339;4;347;2;"failure";"no"
36922;"Micaela";"Abreu Magalhães";38;"blue-collar";"married";"secondary";"no";1556;"yes";"no";"cellular";12;"may";191;3;-1;0;"unknown";"no"
36923;"Alexandre";"Bastos Coelho";34;"blue-collar";"married";"secondary";"no";634;"no";"yes";"cellular";12;"may";737;3;-1;0;"unknown";"yes"
36924;"Fábio";"Figueiredo Cruz";43;"blue-collar";"married";"primary";"no";555;"yes";"no";"cellular";12;"may";175;2;369;2;"failure";"no"
36925;"Álvaro";"Serra Machado";29;"services";"divorced";"secondary";"no";161;"yes";"yes";"cellular";12;"may";286;5;-1;0;"unknown";"no"
36926;"Alexandra";"Magalhães Lopes";36;"services";"single";"secondary";"no";590;"yes";"no";"cellular";12;"may";170;3;-1;0;"unknown";"no"
36927;"Vicente";"Bento Morais";38;"technician";"divorced";"secondary";"no";5733;"yes";"no";"cellular";12;"may";173;8;278;4;"failure";"no"
36928;"Ana";"Fonseca Simões";49;"services";"married";"secondary";"no";271;"yes";"yes";"cellular";12;"may";541;2;330;2;"other";"no"
36929;"Patrício";"Sampaio Lima";60;"blue-collar";"married";"primary";"no";193;"yes";"no";"telephone";12;"may";89;2;-1;0;"unknown";"no"
36930;"Domingos";"Faria Monteiro";48;"services";"divorced";"secondary";"no";201;"yes";"no";"cellular";12;"may";242;3;371;2;"failure";"no"
36931;"Margarida";"Valente Mendes";25;"admin.";"single";"secondary";"no";53;"yes";"no";"cellular";12;"may";213;6;-1;0;"unknown";"no"
36932;"Carlos";"Cruz Marques";25;"student";"single";"secondary";"no";14657;"yes";"no";"cellular";12;"may";194;3;-1;0;"unknown";"no"
36933;"Filipa";"Garcia Miranda";44;"admin.";"single";"secondary";"no";469;"yes";"yes";"cellular";12;"may";158;2;-1;0;"unknown";"no"
36934;"Mateus";"Mota Torres";60;"technician";"married";"secondary";"no";-247;"yes";"no";"telephone";12;"may";472;2;351;1;"failure";"no"
36935;"Custódio";"Moreira Cunha";40;"blue-collar";"married";"primary";"no";2495;"yes";"no";"cellular";12;"may";135;2;354;3;"other";"no"
36936;"Henrique";"Leal Matos";34;"blue-collar";"married";"secondary";"no";840;"yes";"no";"cellular";12;"may";275;3;-1;0;"unknown";"no"
36937;"Francisco";"Reis Leal";35;"blue-collar";"married";"secondary";"no";-184;"yes";"no";"telephone";12;"may";155;2;-1;0;"unknown";"no"
36938;"Iolanda";"Martins Santos";31;"blue-collar";"married";"primary";"no";295;"yes";"no";"cellular";12;"may";235;6;-1;0;"unknown";"no"
36939;"Beatriz";"Ferreira Barros";41;"services";"married";"secondary";"no";0;"yes";"yes";"telephone";12;"may";125;4;-1;0;"unknown";"no"
36940;"Vera";"Santos Leal";46;"blue-collar";"married";"secondary";"no";1583;"yes";"no";"telephone";12;"may";175;5;278;7;"failure";"no"
36941;"Telma";"Freitas Borges";52;"blue-collar";"married";"primary";"no";1141;"yes";"no";"cellular";12;"may";22;5;-1;0;"unknown";"no"
36942;"Álvaro";"Cunha Pereira";45;"blue-collar";"married";"unknown";"no";23;"yes";"no";"cellular";12;"may";134;4;-1;0;"unknown";"no"
36943;"Amália";"Almeida Macedo";37;"technician";"married";"secondary";"no";807;"yes";"no";"cellular";12;"may";807;3;172;4;"failure";"no"
36944;"Raul";"Monteiro Pacheco";33;"admin.";"single";"secondary";"no";422;"yes";"no";"cellular";12;"may";235;2;361;2;"failure";"no"
36945;"Nuno";"Pereira Sampaio";39;"blue-collar";"single";"secondary";"no";631;"yes";"no";"cellular";12;"may";57;2;344;8;"other";"no"
36946;"Glória";"Mendes Esteves";53;"admin.";"divorced";"secondary";"no";28;"yes";"yes";"cellular";12;"may";673;4;-1;0;"unknown";"no"
36947;"Raul";"Rocha Henriques";43;"unemployed";"divorced";"primary";"no";-70;"yes";"no";"cellular";12;"may";124;2;-1;0;"unknown";"no"
36948;"Matias";"Carvalho Macedo";43;"blue-collar";"married";"primary";"no";483;"yes";"no";"cellular";12;"may";225;3;-1;0;"unknown";"no"
36949;"Jacinta";"Correia Matos";43;"blue-collar";"married";"primary";"no";250;"yes";"no";"cellular";12;"may";144;5;342;16;"failure";"no"
36950;"Vera";"Pereira Pinto";37;"blue-collar";"single";"tertiary";"no";1436;"yes";"no";"cellular";12;"may";177;2;-1;0;"unknown";"no"
36951;"Vanessa";"Borges Sampaio";38;"blue-collar";"single";"primary";"no";12130;"yes";"no";"cellular";12;"may";455;2;328;13;"failure";"no"
36952;"Alice";"Teixeira Jesus";31;"blue-collar";"single";"secondary";"no";616;"yes";"no";"telephone";12;"may";185;3;-1;0;"unknown";"no"
36953;"Constança";"Moreira Tavares";40;"services";"married";"secondary";"no";949;"yes";"no";"cellular";12;"may";285;3;287;8;"failure";"no"
36954;"Teresa";"Sousa Castro";42;"blue-collar";"married";"primary";"no";159;"yes";"no";"telephone";12;"may";295;3;-1;0;"unknown";"no"
36955;"Luísa";"Figueiredo Rocha";38;"blue-collar";"married";"primary";"no";1455;"yes";"no";"telephone";12;"may";101;2;356;2;"failure";"no"
36956;"Zélia";"Alves Faria";34;"blue-collar";"married";"primary";"no";1309;"yes";"no";"cellular";12;"may";456;2;364;1;"failure";"no"
36957;"Patrício";"Raposo Borges";39;"admin.";"married";"secondary";"no";0;"no";"no";"telephone";12;"may";256;4;-1;0;"unknown";"no"
36958;"Salvador";"Mota Camacho";58;"blue-collar";"single";"primary";"no";26;"yes";"no";"cellular";12;"may";600;4;-1;0;"unknown";"no"
36959;"Célia";"Bernardes Amaral";40;"blue-collar";"married";"primary";"no";332;"yes";"no";"cellular";12;"may";339;2;369;3;"failure";"no"
36960;"Nádia";"Morais Costa";37;"technician";"married";"secondary";"no";135;"yes";"no";"cellular";12;"may";268;3;-1;0;"unknown";"no"
36961;"Renato";"Barros Marques";43;"management";"single";"tertiary";"no";359;"yes";"no";"telephone";12;"may";899;3;-1;0;"unknown";"no"
36962;"Bruna";"Pires Raposo";46;"services";"married";"secondary";"no";2381;"yes";"no";"telephone";12;"may";220;3;363;1;"other";"no"
36963;"Letícia";"Xavier Branco";40;"services";"married";"secondary";"no";56;"yes";"no";"cellular";12;"may";700;3;-1;0;"unknown";"no"
36964;"Célia";"Moreira Teixeira";44;"blue-collar";"married";"secondary";"no";199;"yes";"no";"cellular";12;"may";150;7;-1;0;"unknown";"no"
36965;"Guilhermina";"Guerreiro Rebelo";32;"management";"single";"tertiary";"no";933;"yes";"no";"cellular";12;"may";147;4;307;1;"failure";"no"
36966;"Lourenço";"Vieira Branco";43;"management";"married";"tertiary";"no";1158;"yes";"no";"telephone";12;"may";236;6;342;1;"other";"no"
36967;"Guilhermina";"Sousa Miranda";40;"blue-collar";"married";"primary";"no";1397;"yes";"no";"telephone";12;"may";58;2;334;1;"failure";"no"
36968;"Roberto";"Camacho Lopes";46;"entrepreneur";"married";"secondary";"no";404;"yes";"no";"telephone";12;"may";1388;7;347;2;"failure";"no"
36969;"Paula";"Lourenço Vieira";38;"blue-collar";"married";"secondary";"no";0;"yes";"no";"cellular";13;"may";57;5;349;1;"other";"no"
36970;"António";"Rodrigues Torres";36;"blue-collar";"married";"primary";"no";578;"yes";"no";"cellular";13;"may";130;2;-1;0;"unknown";"no"
36971;"Mário";"Pereira Pacheco";28;"technician";"single";"secondary";"no";100;"yes";"no";"cellular";13;"may";70;5;-1;0;"unknown";"no"
36972;"Wilson";"Amaral Antunes";42;"blue-collar";"married";"primary";"no";402;"no";"no";"cellular";13;"may";31;7;330;17;"failure";"no"
36973;"Xavier";"Fernandes Fonseca";41;"blue-collar";"married";"primary";"no";1356;"yes";"no";"cellular";13;"may";50;2;-1;0;"unknown";"no"
36974;"Emília";"Morais Borges";33;"management";"married";"tertiary";"no";331;"yes";"no";"cellular";13;"may";94;3;-1;0;"unknown";"no"
36975;"Elsa";"Melo Serra";35;"technician";"single";"secondary";"no";399;"yes";"no";"cellular";13;"may";496;2;345;3;"failure";"yes"
36976;"Susana";"Antunes Henriques";36;"admin.";"divorced";"secondary";"no";1089;"yes";"no";"telephone";13;"may";83;5;175;4;"other";"no"
36977;"Domingos";"Resende Lima";36;"blue-collar";"married";"secondary";"no";1383;"yes";"no";"telephone";13;"may";16;6;-1;0;"unknown";"no"
36978;"Madalena";"Matos Queirós";45;"blue-collar";"married";"primary";"no";700;"yes";"no";"telephone";13;"may";29;4;-1;0;"unknown";"no"
36979;"Célia";"Aguiar Vieira";47;"housemaid";"married";"secondary";"no";0;"yes";"no";"telephone";13;"may";20;2;-1;0;"unknown";"no"
36980;"Salomé";"Serra Nunes";43;"blue-collar";"married";"secondary";"no";620;"yes";"no";"cellular";13;"may";46;4;-1;0;"unknown";"no"
36981;"Rafael";"Lima Rebelo";28;"technician";"married";"secondary";"no";-302;"yes";"no";"cellular";13;"may";152;4;366;3;"failure";"no"
36982;"Tomás";"Salgado Paiva";42;"blue-collar";"single";"unknown";"no";2835;"yes";"no";"telephone";13;"may";61;4;350;1;"failure";"no"
36983;"Francisco";"Andrade Almeida";46;"services";"married";"secondary";"no";451;"yes";"yes";"cellular";13;"may";389;4;-1;0;"unknown";"no"
36984;"Daniel";"Fonseca Vaz";46;"entrepreneur";"single";"tertiary";"no";1410;"yes";"no";"telephone";13;"may";91;5;175;9;"failure";"no"
36985;"Teresa";"Raposo Pinheiro";33;"technician";"married";"secondary";"no";241;"yes";"no";"cellular";13;"may";1108;3;-1;0;"unknown";"no"
36986;"Emanuel";"Silva Leite";40;"blue-collar";"married";"unknown";"no";87;"yes";"no";"cellular";13;"may";477;3;-1;0;"unknown";"yes"
36987;"Octávio";"Valente Branco";39;"blue-collar";"married";"primary";"no";481;"no";"no";"cellular";13;"may";197;3;357;1;"other";"no"
36988;"Gonçalo";"Xavier Amaral";47;"services";"married";"secondary";"no";-553;"yes";"no";"cellular";13;"may";8;7;-1;0;"unknown";"no"
36989;"Solange";"Mendes Pinto";48;"blue-collar";"married";"secondary";"no";709;"yes";"no";"cellular";13;"may";117;2;278;3;"other";"no"
36990;"Adriana";"Esteves Miranda";39;"management";"married";"tertiary";"no";942;"yes";"no";"cellular";13;"may";564;2;265;4;"other";"no"
36991;"Firmino";"Esteves Rocha";37;"blue-collar";"married";"primary";"no";37;"yes";"no";"cellular";13;"may";24;2;362;1;"other";"no"
36992;"Daniel";"Jesus Santos";54;"retired";"divorced";"tertiary";"no";185;"yes";"no";"telephone";13;"may";413;6;-1;0;"unknown";"no"
36993;"Irene";"Garcia Almeida";30;"management";"single";"secondary";"no";222;"yes";"no";"cellular";13;"may";254;3;-1;0;"unknown";"no"
36994;"André";"Reis Henriques";57;"retired";"married";"primary";"no";13;"yes";"no";"cellular";13;"may";164;2;366;2;"failure";"no"
36995;"Alexandre";"Branco Gomes";39;"blue-collar";"married";"primary";"no";800;"yes";"no";"cellular";13;"may";53;5;175;6;"failure";"no"
36996;"Hugo";"Nunes Neves";50;"housemaid";"married";"secondary";"no";3016;"yes";"no";"telephone";13;"may";65;5;-1;0;"unknown";"no"
36997;"Daniela";"Correia Macedo";29;"student";"single";"secondary";"no";154;"yes";"no";"cellular";13;"may";20;6;358;9;"failure";"no"
36998;"Elsa";"Serra Aguiar";48;"blue-collar";"married";"primary";"no";3267;"yes";"no";"telephone";13;"may";6;5;-1;0;"unknown";"no"
36999;"Wilson";"Faria Bento";38;"technician";"single";"tertiary";"no";876;"yes";"no";"cellular";13;"may";5;7;355;4;"failure";"no"
37000;"Micaela";"Martins Lopes";31;"admin.";"single";"tertiary";"no";253;"yes";"no";"cellular";13;"may";82;5;355;4;"failure";"no"
37001;"Zacarias";"Lima Andrade";30;"technician";"single";"secondary";"no";1352;"yes";"no";"cellular";13;"may";321;4;-1;0;"unknown";"no"
37002;"Júlia";"Bastos Branco";47;"blue-collar";"single";"primary";"no";10558;"yes";"no";"cellular";13;"may";81;3;174;2;"other";"no"
37003;"Patrícia";"Lopes Magalhães";27;"technician";"married";"secondary";"no";31;"no";"no";"cellular";13;"may";136;2;-1;0;"unknown";"no"
37004;"Carolina";"Barbosa Teixeira";41;"admin.";"single";"secondary";"no";334;"yes";"no";"cellular";13;"may";14;4;331;22;"other";"no"
37005;"Micaela";"Caetano Rebelo";42;"admin.";"divorced";"secondary";"no";154;"yes";"no";"cellular";13;"may";133;2;-1;0;"unknown";"no"
37006;"Telmo";"Vaz Santos";36;"blue-collar";"married";"secondary";"no";1088;"yes";"no";"cellular";13;"may";77;2;345;2;"failure";"no"
37007;"Gil";"Salgado Branco";33;"services";"married";"secondary";"no";1078;"yes";"no";"cellular";13;"may";320;4;175;4;"other";"no"
37008;"Cláudia";"Nogueira Leal";42;"services";"married";"secondary";"no";-141;"yes";"yes";"cellular";13;"may";211;3;345;3;"failure";"no"
37009;"Bruno";"Vieira Ribeiro";43;"blue-collar";"married";"secondary";"no";3;"yes";"no";"telephone";13;"may";26;1;174;2;"failure";"no"
37010;"Micaela";"Sampaio Camacho";47;"blue-collar";"married";"primary";"no";1112;"yes";"no";"cellular";13;"may";129;1;-1;0;"unknown";"no"
37011;"Vitória";"Vieira Magalhães";34;"management";"single";"tertiary";"no";7263;"yes";"no";"telephone";13;"may";38;1;37;1;"failure";"no"
37012;"Clara";"Magalhães Bastos";22;"student";"single";"secondary";"no";241;"yes";"no";"cellular";13;"may";200;1;-1;0;"unknown";"no"
